cell_type,enhancer_id,chr,genomic_position,signal_value,region_type,distance_from_enhancer,enhancer_start,enhancer_end,extended_start,extended_end
19_MB_Glut,AiE0475m,chr1,80913449,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913450,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913451,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913452,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913453,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913454,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913455,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913456,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913457,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913458,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913459,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913460,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913461,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913462,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913463,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913464,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913465,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913466,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913467,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913468,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913469,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913470,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913471,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913472,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913473,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913474,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913475,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913476,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913477,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913478,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913479,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913480,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913481,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913482,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913483,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913484,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913485,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913486,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913487,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913488,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913489,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913490,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913491,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913492,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913493,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913494,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913495,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913496,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913497,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913498,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913499,0.0351601839065551,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913500,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913501,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913502,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913503,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913504,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913505,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913506,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913507,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913508,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913509,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913510,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913511,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913512,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913513,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913514,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913515,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913516,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913517,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913518,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913519,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913520,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913521,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913522,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913523,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913524,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913525,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913526,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913527,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913528,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913529,0.0200915336608886,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913530,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913531,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913532,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913533,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913534,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913535,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913536,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913537,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913538,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913539,0.002511441707611,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913540,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913541,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913542,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913543,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913544,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913545,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913546,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913547,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913548,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913549,0.0075343255884945,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913550,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913551,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913552,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913553,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913554,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913555,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913556,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913557,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913558,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913559,0.0125572085380554,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913560,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913561,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913562,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913563,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913564,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913565,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913566,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913567,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913568,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913569,0.015068651176989,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913570,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913571,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913572,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913573,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913574,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913575,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913576,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913577,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913578,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913579,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913580,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913581,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913582,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913583,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913584,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913585,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913586,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913587,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913588,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913589,0.0,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913590,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913591,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913592,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913593,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913594,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913595,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913596,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913597,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913598,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913599,0.0251144170761108,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913600,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913601,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913602,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913603,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913604,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913605,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913606,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913607,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913608,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913609,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913610,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913611,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913612,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913613,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913614,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913615,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913616,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913617,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913618,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913619,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913620,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913621,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913622,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913623,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913624,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913625,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913626,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913627,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913628,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913629,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913630,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913631,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913632,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913633,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913634,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913635,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913636,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913637,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913638,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913639,0.032648742198944,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913640,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913641,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913642,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913643,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913644,0.0050228834152221,enhancer,0,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913645,0.0050228834152221,downstream_flanking,1,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913646,0.0050228834152221,downstream_flanking,2,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913647,0.0050228834152221,downstream_flanking,3,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913648,0.0050228834152221,downstream_flanking,4,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913649,0.0050228834152221,downstream_flanking,5,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913650,0.002511441707611,downstream_flanking,6,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913651,0.002511441707611,downstream_flanking,7,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913652,0.002511441707611,downstream_flanking,8,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913653,0.002511441707611,downstream_flanking,9,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913654,0.002511441707611,downstream_flanking,10,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913655,0.002511441707611,downstream_flanking,11,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913656,0.002511441707611,downstream_flanking,12,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913657,0.002511441707611,downstream_flanking,13,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913658,0.002511441707611,downstream_flanking,14,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913659,0.002511441707611,downstream_flanking,15,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913660,0.0075343255884945,downstream_flanking,16,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913661,0.0075343255884945,downstream_flanking,17,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913662,0.0075343255884945,downstream_flanking,18,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913663,0.0075343255884945,downstream_flanking,19,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913664,0.0075343255884945,downstream_flanking,20,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913665,0.0075343255884945,downstream_flanking,21,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913666,0.0075343255884945,downstream_flanking,22,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913667,0.0075343255884945,downstream_flanking,23,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913668,0.0075343255884945,downstream_flanking,24,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913669,0.0075343255884945,downstream_flanking,25,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913670,0.0,downstream_flanking,26,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913671,0.0,downstream_flanking,27,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913672,0.0,downstream_flanking,28,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913673,0.0,downstream_flanking,29,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913674,0.0,downstream_flanking,30,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913675,0.0,downstream_flanking,31,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913676,0.0,downstream_flanking,32,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913677,0.0,downstream_flanking,33,80913017,80913645,80912517,80914145
19_MB_Glut,AiE0475m,chr1,80913678,0.0,downstream_flanking,34,80913017,80913645,80912517,80914145
